Batsman Name,Batting Pos,selection1_batsmen_Out_NotOut,selection1_batsmen_Runs,selection1_batsmen_Balls,selection1_batsmen_Fours,selection1_batsmen_Sixes,selection1_batsmen_Strike_Rate,selection1_batsmen_Team,selection1_batsmen_Match_No,Ground,Date
Venkatesh Iyer,3,c Marsh b Nortje,0,2,0,0,0,Kolkata Knight Riders,28th Match (N), Delhi, April 20
Nitish Rana (c),4,c Mukesh Kumar b Sharma,4,7,1,0,57.14,Kolkata Knight Riders,28th Match (N), Delhi, April 20
Mandeep Singh,5,b Patel,12,11,0,1,109.09,Kolkata Knight Riders,28th Match (N), Delhi, April 20
Rinku Singh,6,c Lalit Yadav b Patel,6,8,1,0,75,Kolkata Knight Riders,28th Match (N), Delhi, April 20
Sunil Narine,7,c Warner b Sharma,4,6,1,0,66.66,Kolkata Knight Riders,28th Match (N), Delhi, April 20
Andre Russell,8,not out,38,31,1,4,122.58,Kolkata Knight Riders,28th Match (N), Delhi, April 20
Anukul Roy,9,lbw b Kuldeep Yadav,0,1,0,0,0,Kolkata Knight Riders,28th Match (N), Delhi, April 20
Umesh Yadav,10,c & b Nortje,3,5,0,0,60,Kolkata Knight Riders,28th Match (N), Delhi, April 20
Varun Chakravarthy,11,run out (sub [YV Dhull]/†Salt),1,6,0,0,16.66,Kolkata Knight Riders,28th Match (N), Delhi, April 20
David Warner (c),1,lbw b Varun,57,41,11,0,139.02,Delhi Capitals,28th Match (N), Delhi, April 20
Prithvi Shaw,2,b Varun,13,11,2,0,118.18,Delhi Capitals,28th Match (N), Delhi, April 20
Mitchell Marsh,3,c sub (D Wiese) b Rana,2,9,0,0,22.22,Delhi Capitals,28th Match (N), Delhi, April 20
Phil Salt †,4,c & b AS Roy,5,3,1,0,166.66,Delhi Capitals,28th Match (N), Delhi, April 20
Manish Pandey,5,c Singh b AS Roy,21,23,2,0,91.3,Delhi Capitals,28th Match (N), Delhi, April 20
Axar Patel,6,not out,19,22,1,0,86.36,Delhi Capitals,28th Match (N), Delhi, April 20
Aman Hakim Khan,7,b Rana,0,2,0,0,0,Delhi Capitals,28th Match (N), Delhi, April 20
Lalit Yadav,8,not out,4,7,0,0,57.14,Delhi Capitals,28th Match (N), Delhi, April 20
Harry Brook,1,c Gaikwad b Akash Singh,18,13,3,0,138.46,Sunrisers Hyderabad,29th Match (N), Chennai, April 21
Abhishek Sharma,2,c Rahane b Jadeja,34,26,3,1,130.76,Sunrisers Hyderabad,29th Match (N), Chennai, April 21
Rahul Tripathi,3,c Akash Singh b Jadeja,21,21,1,1,100,Sunrisers Hyderabad,29th Match (N), Chennai, April 21
Aiden Markram (c),4,c †Dhoni b Theekshana,12,12,1,0,100,Sunrisers Hyderabad,29th Match (N), Chennai, April 21
Heinrich Klaasen †,5,c Gaikwad b Pathirana,17,16,1,0,106.25,Sunrisers Hyderabad,29th Match (N), Chennai, April 21
Mayank Agarwal,6,st †Dhoni b Jadeja,2,4,0,0,50,Sunrisers Hyderabad,29th Match (N), Chennai, April 21
Marco Jansen,7,not out,17,22,1,0,77.27,Sunrisers Hyderabad,29th Match (N), Chennai, April 21
Washington Sundar,8,run out (†Dhoni),9,6,1,0,150,Sunrisers Hyderabad,29th Match (N), Chennai, April 21
Ruturaj Gaikwad,1,run out (Umran Malik),35,30,2,0,116.66,Chennai Super Kings,29th Match (N), Chennai, April 21
Devon Conway,2,not out,77,57,12,1,135.08,Chennai Super Kings,29th Match (N), Chennai, April 21
Ajinkya Rahane,3,c Markram b Markande,9,10,0,0,90,Chennai Super Kings,29th Match (N), Chennai, April 21
Ambati Rayudu,4,b Markande,9,9,1,0,100,Chennai Super Kings,29th Match (N), Chennai, April 21
Moeen Ali,5,not out,6,6,1,0,100,Chennai Super Kings,29th Match (N), Chennai, April 21
Wriddhiman Saha †,1,c Hooda b Pandya,47,37,6,0,127.02,Gujarat Titans,30th Match (D/N), Lucknow, April 22
Shubman Gill,2,c Ravi Bishnoi b Pandya,0,2,0,0,0,Gujarat Titans,30th Match (D/N), Lucknow, April 22
Hardik Pandya (c),3,c Rahul b Stoinis,66,50,2,4,132,Gujarat Titans,30th Match (D/N), Lucknow, April 22
Abhinav Manohar,4,c Naveen-ul-Haq b Mishra,3,5,0,0,60,Gujarat Titans,30th Match (D/N), Lucknow, April 22
Vijay Shankar,5,b Naveen-ul-Haq,10,12,1,0,83.33,Gujarat Titans,30th Match (D/N), Lucknow, April 22
David Miller,6,c Hooda b Stoinis,6,12,0,0,50,Gujarat Titans,30th Match (D/N), Lucknow, April 22
Rahul Tewatia,7,not out,2,2,0,0,100,Gujarat Titans,30th Match (D/N), Lucknow, April 22
KL Rahul (c),1,c Yadav b Sharma,68,61,8,0,111.47,Lucknow Super Giants,30th Match (D/N), Lucknow, April 22
Kyle Mayers,2,b Rashid Khan,24,19,2,1,126.31,Lucknow Super Giants,30th Match (D/N), Lucknow, April 22
Krunal Pandya,3,st †Saha b Noor Ahmad,23,23,2,1,100,Lucknow Super Giants,30th Match (D/N), Lucknow, April 22
Nicholas Pooran †,4,c Pandya b Noor Ahmad,1,7,0,0,14.28,Lucknow Super Giants,30th Match (D/N), Lucknow, April 22
Ayush Badoni,5,run out (Shankar/Sharma),8,6,0,0,133.33,Lucknow Super Giants,30th Match (D/N), Lucknow, April 22
Marcus Stoinis,6,c Miller b Sharma,0,1,0,0,0,Lucknow Super Giants,30th Match (D/N), Lucknow, April 22
Deepak Hooda,7,run out (Rashid Khan/†Saha),2,2,0,0,100,Lucknow Super Giants,30th Match (D/N), Lucknow, April 22
Prerak Mankad,8,not out,0,0,0,0,-,Lucknow Super Giants,30th Match (D/N), Lucknow, April 22
Ravi Bishnoi,9,not out,0,1,0,0,0,Lucknow Super Giants,30th Match (D/N), Lucknow, April 22
Matthew Short,1,c Chawla b Green,11,10,2,0,110,Punjab Kings,31st Match (N), Wankhede, April 22
Prabhsimran Singh,2,lbw b Tendulkar,26,17,1,2,152.94,Punjab Kings,31st Match (N), Wankhede, April 22
Atharva Taide,3,b Chawla,29,17,3,1,170.58,Punjab Kings,31st Match (N), Wankhede, April 22
Liam Livingstone,4,st †Ishan Kishan b Chawla,10,12,0,1,83.33,Punjab Kings,31st Match (N), Wankhede, April 22
Harpreet Singh,5,b Green,41,28,4,2,146.42,Punjab Kings,31st Match (N), Wankhede, April 22
Sam Curran (c),6,c & b Archer,55,29,5,4,189.65,Punjab Kings,31st Match (N), Wankhede, April 22
Jitesh Sharma †,7,b Behrendorff,25,7,0,4,357.14,Punjab Kings,31st Match (N), Wankhede, April 22
M Shahrukh Khan,8,not out,0,0,0,0,-,Punjab Kings,31st Match (N), Wankhede, April 22
Harpreet Brar,9,run out (Tilak Varma/†Ishan Kishan),5,2,1,0,250,Punjab Kings,31st Match (N), Wankhede, April 22
Rohit Sharma (c),1,c & b Livingstone,44,27,4,3,162.96,Mumbai Indians,31st Match (N), Wankhede, April 22
Ishan Kishan †,2,c Short b Arshdeep Singh,1,4,0,0,25,Mumbai Indians,31st Match (N), Wankhede, April 22
Cameron Green,3,c Curran b Ellis,67,43,6,3,155.81,Mumbai Indians,31st Match (N), Wankhede, April 22
Suryakumar Yadav,4,c Taide b Arshdeep Singh,57,26,7,3,219.23,Mumbai Indians,31st Match (N), Wankhede, April 22
Tim David,5,not out,25,13,0,2,192.3,Mumbai Indians,31st Match (N), Wankhede, April 22
Tilak Varma,6,b Arshdeep Singh,3,4,0,0,75,Mumbai Indians,31st Match (N), Wankhede, April 22
Nehal Wadhera,7,b Arshdeep Singh,0,1,0,0,0,Mumbai Indians,31st Match (N), Wankhede, April 22
Jofra Archer,8,not out,1,2,0,0,50,Mumbai Indians,31st Match (N), Wankhede, April 22
Virat Kohli (c),1,lbw b Boult,0,1,0,0,0,Royal Challengers Bangalore,32nd Match (D/N), Bengaluru, April 23
Faf du Plessis,2,run out (Jaiswal),62,39,8,2,158.97,Royal Challengers Bangalore,32nd Match (D/N), Bengaluru, April 23
Shahbaz Ahmed,3,c Jaiswal b Boult,2,4,0,0,50,Royal Challengers Bangalore,32nd Match (D/N), Bengaluru, April 23
Glenn Maxwell,4,c Holder b Ashwin,77,44,6,4,175,Royal Challengers Bangalore,32nd Match (D/N), Bengaluru, April 23
Mahipal Lomror,5,c Padikkal b Chahal,8,6,1,0,133.33,Royal Challengers Bangalore,32nd Match (D/N), Bengaluru, April 23
Dinesh Karthik †,6,c Buttler b Sandeep Sharma,16,13,2,0,123.07,Royal Challengers Bangalore,32nd Match (D/N), Bengaluru, April 23
Suyash Prabhudessai,7,run out (Jaiswal/†Samson),0,2,0,0,0,Royal Challengers Bangalore,32nd Match (D/N), Bengaluru, April 23
Wanindu Hasaranga,8,run out (†Samson/Sandeep Sharma),6,7,0,0,85.71,Royal Challengers Bangalore,32nd Match (D/N), Bengaluru, April 23
David Willey,9,not out,4,2,1,0,200,Royal Challengers Bangalore,32nd Match (D/N), Bengaluru, April 23
Vijaykumar Vyshak,10,c Hetmyer b Sandeep Sharma,0,1,0,0,0,Royal Challengers Bangalore,32nd Match (D/N), Bengaluru, April 23
Mohammed Siraj,11,not out,1,1,0,0,100,Royal Challengers Bangalore,32nd Match (D/N), Bengaluru, April 23
Yashasvi Jaiswal,1,c Kohli b Patel,47,37,5,2,127.02,Rajasthan Royals,32nd Match (D/N), Bengaluru, April 23
Jos Buttler,2,b Mohammed Siraj,0,2,0,0,0,Rajasthan Royals,32nd Match (D/N), Bengaluru, April 23
Devdutt Padikkal,3,c Kohli b Willey,52,34,7,1,152.94,Rajasthan Royals,32nd Match (D/N), Bengaluru, April 23
Sanju Samson (c)†,4,c Shahbaz Ahmed b Patel,22,15,2,1,146.66,Rajasthan Royals,32nd Match (D/N), Bengaluru, April 23
Shimron Hetmyer,5,run out (Prabhudessai),3,9,0,0,33.33,Rajasthan Royals,32nd Match (D/N), Bengaluru, April 23
Dhruv Jurel,6,not out,34,16,2,2,212.5,Rajasthan Royals,32nd Match (D/N), Bengaluru, April 23
Ravichandran Ashwin,7,c Prabhudessai b Patel,12,6,2,0,200,Rajasthan Royals,32nd Match (D/N), Bengaluru, April 23
Abdul Basith,8,not out,1,1,0,0,100,Rajasthan Royals,32nd Match (D/N), Bengaluru, April 23
Ruturaj Gaikwad,1,b Suyash Sharma,35,20,2,3,175,Chennai Super Kings,33rd Match (N), Eden Gardens, April 23
Devon Conway,2,c Wiese b Varun,56,40,4,3,140,Chennai Super Kings,33rd Match (N), Eden Gardens, April 23
Ajinkya Rahane,3,not out,71,29,6,5,244.82,Chennai Super Kings,33rd Match (N), Eden Gardens, April 23
Shivam Dube,4,c Roy b Khejroliya,50,21,2,5,238.09,Chennai Super Kings,33rd Match (N), Eden Gardens, April 23
Ravindra Jadeja,5,c Singh b Khejroliya,18,8,0,2,225,Chennai Super Kings,33rd Match (N), Eden Gardens, April 23
MS Dhoni (c)†,6,not out,2,3,0,0,66.66,Chennai Super Kings,33rd Match (N), Eden Gardens, April 23
Narayan Jagadeesan †,1,c Jadeja b Deshpande,1,3,0,0,33.33,Kolkata Knight Riders,33rd Match (N), Eden Gardens, April 23
Sunil Narine,2,b Akash Singh,0,3,0,0,0,Kolkata Knight Riders,33rd Match (N), Eden Gardens, April 23
Venkatesh Iyer,3,lbw b Ali,20,20,2,1,100,Kolkata Knight Riders,33rd Match (N), Eden Gardens, April 23
Nitish Rana (c),4,c Gaikwad b Jadeja,27,20,4,1,135,Kolkata Knight Riders,33rd Match (N), Eden Gardens, April 23
Jason Roy,5,b Theekshana,61,26,5,5,234.61,Kolkata Knight Riders,33rd Match (N), Eden Gardens, April 23
Rinku Singh,6,not out,53,33,3,4,160.6,Kolkata Knight Riders,33rd Match (N), Eden Gardens, April 23
Andre Russell,7,c Dube b Pathirana,9,6,0,1,150,Kolkata Knight Riders,33rd Match (N), Eden Gardens, April 23
David Wiese,8,lbw b Deshpande,1,2,0,0,50,Kolkata Knight Riders,33rd Match (N), Eden Gardens, April 23
Umesh Yadav,9,c Conway b Theekshana,4,4,0,0,100,Kolkata Knight Riders,33rd Match (N), Eden Gardens, April 23
Varun Chakravarthy,10,not out,0,3,0,0,0,Kolkata Knight Riders,33rd Match (N), Eden Gardens, April 23
David Warner (c),1,c Brook b Washington Sundar,21,20,2,1,105,Delhi Capitals,34th Match (N), Hyderabad, April 24
Phil Salt †,2,c †Klaasen b Kumar,0,1,0,0,0,Delhi Capitals,34th Match (N), Hyderabad, April 24
Mitchell Marsh,3,lbw b Natarajan,25,15,5,0,166.66,Delhi Capitals,34th Match (N), Hyderabad, April 24
Sarfaraz Khan,4,c Kumar b Washington Sundar,10,9,0,1,111.11,Delhi Capitals,34th Match (N), Hyderabad, April 24
Manish Pandey,5,run out (Washington Sundar/†Klaasen),34,27,2,0,125.92,Delhi Capitals,34th Match (N), Hyderabad, April 24
Aman Hakim Khan,6,c Abhishek Sharma b Washington Sundar,4,2,1,0,200,Delhi Capitals,34th Match (N), Hyderabad, April 24
Axar Patel,7,b Kumar,34,34,4,0,100,Delhi Capitals,34th Match (N), Hyderabad, April 24
Ripal Patel,8,run out (†Klaasen),5,6,0,0,83.33,Delhi Capitals,34th Match (N), Hyderabad, April 24
Anrich Nortje,9,run out (Umran Malik/†Klaasen),2,2,0,0,100,Delhi Capitals,34th Match (N), Hyderabad, April 24
Kuldeep Yadav,10,not out,4,3,1,0,133.33,Delhi Capitals,34th Match (N), Hyderabad, April 24
Ishant Sharma,11,not out,1,1,0,0,100,Delhi Capitals,34th Match (N), Hyderabad, April 24
Harry Brook,1,b Nortje,7,14,0,0,50,Sunrisers Hyderabad,34th Match (N), Hyderabad, April 24
Mayank Agarwal,2,c Aman Hakim Khan b AR Patel,49,39,7,0,125.64,Sunrisers Hyderabad,34th Match (N), Hyderabad, April 24
Rahul Tripathi,3,c †Salt b Sharma,15,21,0,0,71.42,Sunrisers Hyderabad,34th Match (N), Hyderabad, April 24
Abhishek Sharma,4,c & b Kuldeep Yadav,5,5,0,0,100,Sunrisers Hyderabad,34th Match (N), Hyderabad, April 24
Aiden Markram (c),5,b AR Patel,3,5,0,0,60,Sunrisers Hyderabad,34th Match (N), Hyderabad, April 24
Heinrich Klaasen †,6,c Aman Hakim Khan b Nortje,31,19,3,1,163.15,Sunrisers Hyderabad,34th Match (N), Hyderabad, April 24
Washington Sundar,7,not out,24,15,3,0,160,Sunrisers Hyderabad,34th Match (N), Hyderabad, April 24
Marco Jansen,8,not out,2,3,0,0,66.66,Sunrisers Hyderabad,34th Match (N), Hyderabad, April 24
Wriddhiman Saha †,1,c †Ishan Kishan b Tendulkar,4,7,0,0,57.14,Gujarat Titans,35th Match (N), Ahmedabad, April 25
Shubman Gill,2,c Yadav b Kartikeya,56,34,7,1,164.7,Gujarat Titans,35th Match (N), Ahmedabad, April 25
Hardik Pandya (c),3,c Yadav b Chawla,13,14,1,0,92.85,Gujarat Titans,35th Match (N), Ahmedabad, April 25
Vijay Shankar,4,c David b Chawla,19,16,1,1,118.75,Gujarat Titans,35th Match (N), Ahmedabad, April 25
David Miller,5,c Yadav b Behrendorff,46,22,2,4,209.09,Gujarat Titans,35th Match (N), Ahmedabad, April 25
Abhinav Manohar,6,c Behrendorff b Meredith,42,21,3,3,200,Gujarat Titans,35th Match (N), Ahmedabad, April 25
Rahul Tewatia,7,not out,20,5,0,3,400,Gujarat Titans,35th Match (N), Ahmedabad, April 25
Rashid Khan,8,not out,2,1,0,0,200,Gujarat Titans,35th Match (N), Ahmedabad, April 25
Rohit Sharma (c),1,c & b Pandya,2,8,0,0,25,Mumbai Indians,35th Match (N), Ahmedabad, April 25
Ishan Kishan †,2,c Little b Rashid Khan,13,21,1,0,61.9,Mumbai Indians,35th Match (N), Ahmedabad, April 25
Cameron Green,3,b Noor Ahmad,33,26,0,3,126.92,Mumbai Indians,35th Match (N), Ahmedabad, April 25
Tilak Varma,4,lbw b Rashid Khan,2,3,0,0,66.66,Mumbai Indians,35th Match (N), Ahmedabad, April 25
Suryakumar Yadav,5,c & b Noor Ahmad,23,12,3,1,191.66,Mumbai Indians,35th Match (N), Ahmedabad, April 25
Tim David,6,c Manohar b Noor Ahmad,0,2,0,0,0,Mumbai Indians,35th Match (N), Ahmedabad, April 25
Nehal Wadhera,7,c Mohammed Shami b Sharma,40,21,3,3,190.47,Mumbai Indians,35th Match (N), Ahmedabad, April 25
Piyush Chawla,8,run out (†Saha/Sharma),18,12,1,1,150,Mumbai Indians,35th Match (N), Ahmedabad, April 25
Arjun Tendulkar,9,c Little b Sharma,13,9,0,1,144.44,Mumbai Indians,35th Match (N), Ahmedabad, April 25
Jason Behrendorff,10,not out,3,4,0,0,75,Mumbai Indians,35th Match (N), Ahmedabad, April 25
Riley Meredith,11,not out,0,2,0,0,0,Mumbai Indians,35th Match (N), Ahmedabad, April 25
Jason Roy,1,b Vyshak,56,29,4,5,193.1,Kolkata Knight Riders,36th Match (N), Bengaluru, April 26
Narayan Jagadeesan †,2,c Willey b Vyshak,27,29,4,0,93.1,Kolkata Knight Riders,36th Match (N), Bengaluru, April 26
Venkatesh Iyer,3,c Maxwell b de Silva,31,26,3,0,119.23,Kolkata Knight Riders,36th Match (N), Bengaluru, April 26
Nitish Rana (c),4,c Vyshak b de Silva,48,21,3,4,228.57,Kolkata Knight Riders,36th Match (N), Bengaluru, April 26
Andre Russell,5,b Mohammed Siraj,1,2,0,0,50,Kolkata Knight Riders,36th Match (N), Bengaluru, April 26
Rinku Singh,6,not out,18,10,2,1,180,Kolkata Knight Riders,36th Match (N), Bengaluru, April 26
David Wiese,7,not out,12,3,0,2,400,Kolkata Knight Riders,36th Match (N), Bengaluru, April 26
Virat Kohli (c),1,c Iyer b Russell,54,37,6,0,145.94,Royal Challengers Bangalore,36th Match (N), Bengaluru, April 26
Faf du Plessis,2,c Singh b Suyash Sharma,17,7,1,2,242.85,Royal Challengers Bangalore,36th Match (N), Bengaluru, April 26
Shahbaz Ahmed,3,lbw b Suyash Sharma,2,5,0,0,40,Royal Challengers Bangalore,36th Match (N), Bengaluru, April 26
Glenn Maxwell,4,c Wiese b Varun,5,4,1,0,125,Royal Challengers Bangalore,36th Match (N), Bengaluru, April 26
Mahipal Lomror,5,c Russell b Varun,34,18,1,3,188.88,Royal Challengers Bangalore,36th Match (N), Bengaluru, April 26
Dinesh Karthik †,6,c Singh b Varun,22,18,1,1,122.22,Royal Challengers Bangalore,36th Match (N), Bengaluru, April 26
Suyash Prabhudessai,7,run out (sub [AS Roy]/Suyash Sharma),10,9,1,0,111.11,Royal Challengers Bangalore,36th Match (N), Bengaluru, April 26
Wanindu Hasaranga,8,c sub (AS Roy) b Russell,5,4,0,0,125,Royal Challengers Bangalore,36th Match (N), Bengaluru, April 26
David Willey,9,not out,11,10,1,0,110,Royal Challengers Bangalore,36th Match (N), Bengaluru, April 26
Vijaykumar Vyshak,10,not out,13,8,0,1,162.5,Royal Challengers Bangalore,36th Match (N), Bengaluru, April 26
Yashasvi Jaiswal,1,c Rahane b Deshpande,77,43,8,4,179.06,Rajasthan Royals,37th Match (N), Jaipur, April 27
Jos Buttler,2,c Dube b Jadeja,27,21,4,0,128.57,Rajasthan Royals,37th Match (N), Jaipur, April 27
Sanju Samson (c)†,3,c Gaikwad b Deshpande,17,17,1,0,100,Rajasthan Royals,37th Match (N), Jaipur, April 27
Shimron Hetmyer,4,b Theekshana,8,10,0,0,80,Rajasthan Royals,37th Match (N), Jaipur, April 27
Dhruv Jurel,5,run out (†Dhoni),34,15,3,2,226.66,Rajasthan Royals,37th Match (N), Jaipur, April 27
Devdutt Padikkal,6,not out,27,13,5,0,207.69,Rajasthan Royals,37th Match (N), Jaipur, April 27
Ravichandran Ashwin,7,not out,1,1,0,0,100,Rajasthan Royals,37th Match (N), Jaipur, April 27
Ruturaj Gaikwad,1,c Padikkal b Zampa,47,29,5,1,162.06,Chennai Super Kings,37th Match (N), Jaipur, April 27
Devon Conway,2,c Sandeep Sharma b Zampa,8,16,1,0,50,Chennai Super Kings,37th Match (N), Jaipur, April 27
Ajinkya Rahane,3,c Buttler b Ashwin,15,13,0,0,115.38,Chennai Super Kings,37th Match (N), Jaipur, April 27
Shivam Dube,4,c Buttler b Yadav,52,33,2,4,157.57,Chennai Super Kings,37th Match (N), Jaipur, April 27
Ambati Rayudu,5,c Holder b Ashwin,0,2,0,0,0,Chennai Super Kings,37th Match (N), Jaipur, April 27
Moeen Ali,6,c †Samson b Zampa,23,12,2,2,191.66,Chennai Super Kings,37th Match (N), Jaipur, April 27
Ravindra Jadeja,7,not out,23,15,3,0,153.33,Chennai Super Kings,37th Match (N), Jaipur, April 27
KL Rahul (c),1,c Shahrukh Khan b Rabada,12,9,1,1,133.33,Lucknow Super Giants,38th Match (N), Mohali, April 28
Kyle Mayers,2,c Dhawan b Rabada,54,24,7,4,225,Lucknow Super Giants,38th Match (N), Mohali, April 28
Ayush Badoni,3,c Chahar b Livingstone,43,24,3,3,179.16,Lucknow Super Giants,38th Match (N), Mohali, April 28
Marcus Stoinis,4,c †Sharma b Curran,72,40,6,5,180,Lucknow Super Giants,38th Match (N), Mohali, April 28
Nicholas Pooran †,5,lbw b Arshdeep Singh,45,19,7,1,236.84,Lucknow Super Giants,38th Match (N), Mohali, April 28
Deepak Hooda,6,not out,11,6,2,0,183.33,Lucknow Super Giants,38th Match (N), Mohali, April 28
Krunal Pandya,7,not out,5,2,1,0,250,Lucknow Super Giants,38th Match (N), Mohali, April 28
Prabhsimran Singh,1,c sub (DR Sams) b Naveen-ul-Haq,9,13,2,0,69.23,Punjab Kings,38th Match (N), Mohali, April 28
Shikhar Dhawan (c),2,c Pandya b Stoinis,1,2,0,0,50,Punjab Kings,38th Match (N), Mohali, April 28
Atharva Taide,3,c & b Ravi Bishnoi,66,36,8,2,183.33,Punjab Kings,38th Match (N), Mohali, April 28
Sikandar Raza,4,c Pandya b Yash Thakur,36,22,4,1,163.63,Punjab Kings,38th Match (N), Mohali, April 28
Liam Livingstone,5,lbw b Ravi Bishnoi,23,14,2,1,164.28,Punjab Kings,38th Match (N), Mohali, April 28
Sam Curran,6,c Badoni b Naveen-ul-Haq,21,11,2,1,190.9,Punjab Kings,38th Match (N), Mohali, April 28
Jitesh Sharma †,7,c Rahul b Yash Thakur,24,10,0,3,240,Punjab Kings,38th Match (N), Mohali, April 28
M Shahrukh Khan,8,c Ravi Bishnoi b Yash Thakur,6,9,0,0,66.66,Punjab Kings,38th Match (N), Mohali, April 28
Rahul Chahar,9,c Hooda b Yash Thakur,0,1,0,0,0,Punjab Kings,38th Match (N), Mohali, April 28
Kagiso Rabada,10,b Naveen-ul-Haq,0,1,0,0,0,Punjab Kings,38th Match (N), Mohali, April 28
Arshdeep Singh,11,not out,2,2,0,0,100,Punjab Kings,38th Match (N), Mohali, April 28
Narayan Jagadeesan †,1,lbw b Mohammed Shami,19,15,4,0,126.66,Kolkata Knight Riders,39th Match (D/N), Eden Gardens, April 29
Rahmanullah Gurbaz,2,c Rashid Khan b Noor Ahmad,81,39,5,7,207.69,Kolkata Knight Riders,39th Match (D/N), Eden Gardens, April 29
Shardul Thakur,3,c Sharma b Mohammed Shami,0,4,0,0,0,Kolkata Knight Riders,39th Match (D/N), Eden Gardens, April 29
Venkatesh Iyer,4,lbw b Little,11,14,0,0,78.57,Kolkata Knight Riders,39th Match (D/N), Eden Gardens, April 29
Nitish Rana (c),5,c Tewatia b Little,4,3,1,0,133.33,Kolkata Knight Riders,39th Match (D/N), Eden Gardens, April 29
Rinku Singh,6,c Little b Noor Ahmad,19,20,0,1,95,Kolkata Knight Riders,39th Match (D/N), Eden Gardens, April 29
Andre Russell,7,c Tewatia b Mohammed Shami,34,19,2,3,178.94,Kolkata Knight Riders,39th Match (D/N), Eden Gardens, April 29
David Wiese,8,not out,8,6,0,1,133.33,Kolkata Knight Riders,39th Match (D/N), Eden Gardens, April 29
Wriddhiman Saha †,1,c Harshit Rana b Russell,10,10,1,0,100,Gujarat Titans,39th Match (D/N), Eden Gardens, April 29
Shubman Gill,2,c Russell b Narine,49,35,8,0,140,Gujarat Titans,39th Match (D/N), Eden Gardens, April 29
Hardik Pandya (c),3,lbw b Harshit Rana,26,20,2,1,130,Gujarat Titans,39th Match (D/N), Eden Gardens, April 29
Vijay Shankar,4,not out,51,24,2,5,212.5,Gujarat Titans,39th Match (D/N), Eden Gardens, April 29
David Miller,5,not out,32,18,2,2,177.77,Gujarat Titans,39th Match (D/N), Eden Gardens, April 29
Abhishek Sharma,1,c Warner b AR Patel,67,36,12,1,186.11,Sunrisers Hyderabad,40th Match (N), Delhi, April 29
Mayank Agarwal,2,c †Salt b Sharma,5,6,1,0,83.33,Sunrisers Hyderabad,40th Match (N), Delhi, April 29
Rahul Tripathi,3,c Pandey b Marsh,10,6,0,1,166.66,Sunrisers Hyderabad,40th Match (N), Delhi, April 29
Aiden Markram (c),4,c AR Patel b Marsh,8,13,0,0,61.53,Sunrisers Hyderabad,40th Match (N), Delhi, April 29
Harry Brook,5,c AR Patel b Marsh,0,2,0,0,0,Sunrisers Hyderabad,40th Match (N), Delhi, April 29
Heinrich Klaasen †,6,not out,53,27,2,4,196.29,Sunrisers Hyderabad,40th Match (N), Delhi, April 29
Abdul Samad,7,c †Salt b Marsh,28,21,1,2,133.33,Sunrisers Hyderabad,40th Match (N), Delhi, April 29
Akeal Hosein,8,not out,16,10,1,1,160,Sunrisers Hyderabad,40th Match (N), Delhi, April 29
David Warner (c),1,b Kumar,0,2,0,0,0,Delhi Capitals,40th Match (N), Delhi, April 29
Phil Salt †,2,c & b Markande,59,35,9,0,168.57,Delhi Capitals,40th Match (N), Delhi, April 29
Mitchell Marsh,3,c Markram b Hosein,63,39,1,6,161.53,Delhi Capitals,40th Match (N), Delhi, April 29
Manish Pandey,4,st †Klaasen b Abhishek Sharma,1,3,0,0,33.33,Delhi Capitals,40th Match (N), Delhi, April 29
Priyam Garg,5,b Markande,12,9,1,0,133.33,Delhi Capitals,40th Match (N), Delhi, April 29
Sarfaraz Khan,6,b Natarajan,9,10,1,0,90,Delhi Capitals,40th Match (N), Delhi, April 29
Axar Patel,7,not out,29,14,1,2,207.14,Delhi Capitals,40th Match (N), Delhi, April 29
Ripal Patel,8,not out,11,8,1,0,137.5,Delhi Capitals,40th Match (N), Delhi, April 29
Ruturaj Gaikwad,1,st †Sharma b Sikandar Raza,37,31,4,1,119.35,Chennai Super Kings,41st Match (D/N), Chennai, April 30
Devon Conway,2,not out,92,52,16,1,176.92,Chennai Super Kings,41st Match (D/N), Chennai, April 30
Shivam Dube,3,c Shahrukh Khan b Arshdeep Singh,28,17,1,2,164.7,Chennai Super Kings,41st Match (D/N), Chennai, April 30
Moeen Ali,4,st †Sharma b Chahar,10,6,2,0,166.66,Chennai Super Kings,41st Match (D/N), Chennai, April 30
Ravindra Jadeja,5,c Livingstone b Curran,12,10,0,0,120,Chennai Super Kings,41st Match (D/N), Chennai, April 30
MS Dhoni (c)†,6,not out,13,4,0,2,325,Chennai Super Kings,41st Match (D/N), Chennai, April 30
Prabhsimran Singh,1,st †Dhoni b Jadeja,42,24,4,2,175,Punjab Kings,41st Match (D/N), Chennai, April 30
Shikhar Dhawan (c),2,c Pathirana b Deshpande,28,15,4,1,186.66,Punjab Kings,41st Match (D/N), Chennai, April 30
Atharva Taide,3,c & b Jadeja,13,17,0,0,76.47,Punjab Kings,41st Match (D/N), Chennai, April 30
Liam Livingstone,4,c Gaikwad b Deshpande,40,24,1,4,166.66,Punjab Kings,41st Match (D/N), Chennai, April 30
Sam Curran,5,b Pathirana,29,20,1,1,145,Punjab Kings,41st Match (D/N), Chennai, April 30
Jitesh Sharma †,6,c sub (SK Rasheed) b Deshpande,21,10,2,1,210,Punjab Kings,41st Match (D/N), Chennai, April 30
