batsmen,Batting Pos,out_notout,runs,balls,fours,sixes,sr,team,Match_id,Ground,Date
Glenn Phillips,4,out,1,4.0,0.0,0.0,25,Sunrisers Hyderabad,69th, Wankhede, May 21
Aiden Markram (c),5,not out,13,7.0,0.0,1.0,185.71,Sunrisers Hyderabad,69th, Wankhede, May 21
Harry Brook,6,out,0,1.0,0.0,0.0,0,Sunrisers Hyderabad,69th, Wankhede, May 21
Sanvir Singh,7,not out,4,3.0,1.0,0.0,133.33,Sunrisers Hyderabad,69th, Wankhede, May 21
Ishan Kishan †,1,out,14,12.0,1.0,1.0,116.66,Mumbai Indians,69th, Wankhede, May 21
Rohit Sharma (c),2,out,56,37.0,8.0,1.0,151.35,Mumbai Indians,69th, Wankhede, May 21
Cameron Green,3,not out,100,47.0,8.0,8.0,212.76,Mumbai Indians,69th, Wankhede, May 21
Suryakumar Yadav,4,not out,25,16.0,4.0,0.0,156.25,Mumbai Indians,69th, Wankhede, May 21
Virat Kohli,1,not out,101,61.0,13.0,1.0,165.57,Royal Challengers Bangalore,70th, Bengaluru, May 21
Faf du Plessis (c),2,out,28,19.0,5.0,0.0,147.36,Royal Challengers Bangalore,70th, Bengaluru, May 21
Glenn Maxwell,3,out,11,5.0,1.0,1.0,220,Royal Challengers Bangalore,70th, Bengaluru, May 21
Mahipal Lomror,4,out,1,3.0,0.0,0.0,33.33,Royal Challengers Bangalore,70th, Bengaluru, May 21
Michael Bracewell,5,out,26,16.0,5.0,0.0,162.5,Royal Challengers Bangalore,70th, Bengaluru, May 21
Dinesh Karthik,6,out,0,1.0,0.0,0.0,0,Royal Challengers Bangalore,70th, Bengaluru, May 21
Anuj Rawat †,7,not out,23,15.0,1.0,1.0,153.33,Royal Challengers Bangalore,70th, Bengaluru, May 21
Wriddhiman Saha †,1,out,12,14.0,2.0,0.0,85.71,Gujarat Titans,70th, Bengaluru, May 21
Shubman Gill,2,not out,104,52.0,5.0,8.0,200,Gujarat Titans,70th, Bengaluru, May 21
Vijay Shankar,3,out,53,35.0,7.0,2.0,151.42,Gujarat Titans,70th, Bengaluru, May 21
Dasun Shanaka,4,out,0,3.0,0.0,0.0,0,Gujarat Titans,70th, Bengaluru, May 21
David Miller,5,out,6,7.0,1.0,0.0,85.71,Gujarat Titans,70th, Bengaluru, May 21
Rahul Tewatia,6,not out,4,5.0,0.0,0.0,80,Gujarat Titans,70th, Bengaluru, May 21
Ruturaj Gaikwad,1,out,60,44.0,7.0,1.0,136.36,Chennai Super Kings,Qualifier, Chennai, May 23
Devon Conway,2,out,40,34.0,4.0,0.0,117.64,Chennai Super Kings,Qualifier, Chennai, May 23
Shivam Dube,3,out,1,3.0,0.0,0.0,33.33,Chennai Super Kings,Qualifier, Chennai, May 23
Ajinkya Rahane,4,out,17,10.0,0.0,1.0,170,Chennai Super Kings,Qualifier, Chennai, May 23
Ambati Rayudu,5,out,17,9.0,1.0,1.0,188.88,Chennai Super Kings,Qualifier, Chennai, May 23
Ravindra Jadeja,6,out,22,16.0,2.0,0.0,137.5,Chennai Super Kings,Qualifier, Chennai, May 23
MS Dhoni (c)†,7,out,1,2.0,0.0,0.0,50,Chennai Super Kings,Qualifier, Chennai, May 23
Moeen Ali,8,not out,9,4.0,0.0,1.0,225,Chennai Super Kings,Qualifier, Chennai, May 23
Wriddhiman Saha †,1,out,12,11.0,2.0,0.0,109.09,Gujarat Titans,Qualifier, Chennai, May 23
Shubman Gill,2,out,42,38.0,4.0,1.0,110.52,Gujarat Titans,Qualifier, Chennai, May 23
Hardik Pandya (c),3,out,8,7.0,1.0,0.0,114.28,Gujarat Titans,Qualifier, Chennai, May 23
Dasun Shanaka,4,out,17,16.0,1.0,1.0,106.25,Gujarat Titans,Qualifier, Chennai, May 23
David Miller,5,out,4,6.0,0.0,0.0,66.66,Gujarat Titans,Qualifier, Chennai, May 23
Vijay Shankar,6,out,14,10.0,0.0,1.0,140,Gujarat Titans,Qualifier, Chennai, May 23
Rahul Tewatia,7,out,3,5.0,0.0,0.0,60,Gujarat Titans,Qualifier, Chennai, May 23
Rashid Khan,8,out,30,16.0,3.0,2.0,187.5,Gujarat Titans,Qualifier, Chennai, May 23
Darshan Nalkande,9,out,0,1.0,0.0,0.0,0,Gujarat Titans,Qualifier, Chennai, May 23
Noor Ahmad,10,not out,7,5.0,1.0,0.0,140,Gujarat Titans,Qualifier, Chennai, May 23
Mohammed Shami,11,out,5,5.0,1.0,0.0,100,Gujarat Titans,Qualifier, Chennai, May 23
Ishan Kishan †,1,out,15,12.0,3.0,0.0,125,Mumbai Indians,Eliminator, Chennai, May 24
Rohit Sharma (c),2,out,11,10.0,1.0,1.0,110,Mumbai Indians,Eliminator, Chennai, May 24
Cameron Green,3,out,41,23.0,6.0,1.0,178.26,Mumbai Indians,Eliminator, Chennai, May 24
Suryakumar Yadav,4,out,33,20.0,2.0,2.0,165,Mumbai Indians,Eliminator, Chennai, May 24
Tilak Varma,5,out,26,22.0,0.0,2.0,118.18,Mumbai Indians,Eliminator, Chennai, May 24
Tim David,6,out,13,13.0,1.0,0.0,100,Mumbai Indians,Eliminator, Chennai, May 24
Nehal Wadhera,7,out,23,12.0,2.0,2.0,191.66,Mumbai Indians,Eliminator, Chennai, May 24
Chris Jordan,8,out,4,7.0,0.0,0.0,57.14,Mumbai Indians,Eliminator, Chennai, May 24
Hrithik Shokeen,9,not out,0,1.0,0.0,0.0,0,Mumbai Indians,Eliminator, Chennai, May 24
Kyle Mayers,1,out,18,13.0,3.0,0.0,138.46,Lucknow Super Giants,Eliminator, Chennai, May 24
Prerak Mankad,2,out,3,6.0,0.0,0.0,50,Lucknow Super Giants,Eliminator, Chennai, May 24
Krunal Pandya (c),3,out,8,11.0,1.0,0.0,72.72,Lucknow Super Giants,Eliminator, Chennai, May 24
Marcus Stoinis,4,out,40,27.0,5.0,1.0,148.14,Lucknow Super Giants,Eliminator, Chennai, May 24
Ayush Badoni,5,out,1,7.0,0.0,0.0,14.28,Lucknow Super Giants,Eliminator, Chennai, May 24
Nicholas Pooran †,6,out,0,1.0,0.0,0.0,0,Lucknow Super Giants,Eliminator, Chennai, May 24
Deepak Hooda,7,out,15,13.0,0.0,1.0,115.38,Lucknow Super Giants,Eliminator, Chennai, May 24
Krishnappa Gowtham,8,out,2,3.0,0.0,0.0,66.66,Lucknow Super Giants,Eliminator, Chennai, May 24
Ravi Bishnoi,9,out,3,6.0,0.0,0.0,50,Lucknow Super Giants,Eliminator, Chennai, May 24
Naveen-ul-Haq,10,not out,1,5.0,0.0,0.0,20,Lucknow Super Giants,Eliminator, Chennai, May 24
Mohsin Khan,11,out,0,7.0,0.0,0.0,0,Lucknow Super Giants,Eliminator, Chennai, May 24
Wriddhiman Saha †,1,out,18,16.0,3.0,0.0,112.5,Gujarat Titans,Qualifier, Ahmedabad, May 26
Shubman Gill,2,out,129,60.0,7.0,10.0,215,Gujarat Titans,Qualifier, Ahmedabad, May 26
Sai Sudharsan,3,out,43,31.0,5.0,1.0,138.7,Gujarat Titans,Qualifier, Ahmedabad, May 26
Hardik Pandya (c),4,not out,28,13.0,2.0,2.0,215.38,Gujarat Titans,Qualifier, Ahmedabad, May 26
Rashid Khan,5,not out,5,2.0,1.0,0.0,250,Gujarat Titans,Qualifier, Ahmedabad, May 26
Rohit Sharma (c),1,out,8,7.0,1.0,0.0,114.28,Mumbai Indians,Qualifier, Ahmedabad, May 26
Nehal Wadhera,2,out,4,3.0,1.0,0.0,133.33,Mumbai Indians,Qualifier, Ahmedabad, May 26
Cameron Green,3,out,30,20.0,2.0,2.0,150,Mumbai Indians,Qualifier, Ahmedabad, May 26
Suryakumar Yadav,4,out,61,38.0,7.0,2.0,160.52,Mumbai Indians,Qualifier, Ahmedabad, May 26
Tilak Varma,5,out,43,14.0,5.0,3.0,307.14,Mumbai Indians,Qualifier, Ahmedabad, May 26
Vishnu Vinod †,6,out,5,7.0,0.0,0.0,71.42,Mumbai Indians,Qualifier, Ahmedabad, May 26
Tim David,7,out,2,3.0,0.0,0.0,66.66,Mumbai Indians,Qualifier, Ahmedabad, May 26
Chris Jordan,8,out,2,5.0,0.0,0.0,40,Mumbai Indians,Qualifier, Ahmedabad, May 26
Piyush Chawla,9,out,0,2.0,0.0,0.0,0,Mumbai Indians,Qualifier, Ahmedabad, May 26
Kumar Kartikeya,10,out,6,7.0,1.0,0.0,85.71,Mumbai Indians,Qualifier, Ahmedabad, May 26
Jason Behrendorff,11,not out,3,5.0,0.0,0.0,60,Mumbai Indians,Qualifier, Ahmedabad, May 26
Wriddhiman Saha †,1,out,54,39.0,5.0,1.0,138.46,Gujarat Titans,Final, Ahmedabad, May 28 - 29
Shubman Gill,2,out,39,20.0,7.0,0.0,195,Gujarat Titans,Final, Ahmedabad, May 28 - 29
Sai Sudharsan,3,out,96,47.0,8.0,6.0,204.25,Gujarat Titans,Final, Ahmedabad, May 28 - 29
Hardik Pandya (c),4,not out,21,12.0,0.0,2.0,175,Gujarat Titans,Final, Ahmedabad, May 28 - 29
Rashid Khan,5,out,0,2.0,0.0,0.0,0,Gujarat Titans,Final, Ahmedabad, May 28 - 29
Ruturaj Gaikwad,1,out,26,16.0,3.0,1.0,162.5,Chennai Super Kings,Final, Ahmedabad, May 28 - 29
Devon Conway,2,out,47,25.0,4.0,2.0,188,Chennai Super Kings,Final, Ahmedabad, May 28 - 29
Shivam Dube,3,not out,32,21.0,0.0,2.0,152.38,Chennai Super Kings,Final, Ahmedabad, May 28 - 29
Ajinkya Rahane,4,out,27,13.0,2.0,2.0,207.69,Chennai Super Kings,Final, Ahmedabad, May 28 - 29
Ambati Rayudu,5,out,19,8.0,1.0,2.0,237.5,Chennai Super Kings,Final, Ahmedabad, May 28 - 29
MS Dhoni (c)†,6,out,0,1.0,0.0,0.0,0,Chennai Super Kings,Final, Ahmedabad, May 28 - 29
Ravindra Jadeja,7,not out,15,6.0,1.0,1.0,250,Chennai Super Kings,Final, Ahmedabad, May 28 - 29
